name,hostelid,city,date,reviewid,reviewtext,value,security,location,facilities,staff,atmosphere,cleanliness
Les Piaules,100113,Paris,2018-07-10 00:00:00,review11535704,"Things I liked: helpful guy at the front who answered all of my questions, free lockers, restaurant across the street called triplettas, weekend market, the room and bathroom were clean, free breakfast, free wifi. Things I did not like: not all of the staff was nice, the bathroom is not in the room, the showers were very slippery, no full length mirrors any where, it is FAR from the main sights, not the best area to be in at night. Overall it was good but my biggest complaint would be the area.",8,6,4,8,8,6,10
Les Piaules,100113,Paris,2018-07-09 00:00:00,review11665657,"Staff was not very welcoming and seemed to have an attitude. Rooms were really small but very clean and it was nice having curtains on the beds. The highest bunk was three beds tall without a railing, so felt a little unsafe climbing up there. Location is pretty far away from central Paris. ",6,10,6,10,6,6,10
Les Piaules,100113,Paris,2018-07-09 00:00:00,review11598123,"I had the worst time of all my journey at this place. The location is terrible, you don't feel safe walking on your own nearby after 9 pm on summer, which is the least thing you want when you travel alone. And the security inside the hostel is even worse. Someone tried to break my padlock in my room. The answer they gave me at the reception when I told them was: ""Yes man, I heard. Bad luck"". I couldn't believe it. I had to struggle to get my money back, which I finally couldn't. DON'T GO THERE  ",2,2,2,4,4,6,6
Les Piaules,100113,Paris,2018-07-09 00:00:00,review11580651,I really liked this hostel I thought the roof top was cool.  The curtains on the bed provided great privacy. I wish the room or bathroom had a long length mirror. ,8,8,10,8,8,8,8
Les Piaules,100113,Paris,2018-07-07 00:00:00,review11576099,Really nice clean and safe hostel. Good location and lovely roof terrace. ,10,10,8,10,8,6,10
Les Piaules,100113,Paris,2018-07-07 00:00:00,review11516003,"Very nice clean and safe, one of if not the best in Paris, would recommend!!",10,8,10,10,6,10,10
Les Piaules,100113,Paris,2018-07-06 00:00:00,review11559510,"The hostel is very modern with great amenities. There's a bar in the lobby, but it's more frequented by locals than hostel guests, so it was a bit difficult to meet people. Some had issues with the location, but it is literally one block from the metro, so it was super easy to get around. It might not be the ideal hostel if you're looking to meet people, but it's nonetheless a really great place to stay. ",10,10,10,10,8,6,10
Les Piaules,100113,Paris,2018-07-06 00:00:00,review11544362,The hostel was great! I didn't mind the 3 minute walk to the metro. The beds had curtains which was great for privacy. The room did get pretty hot at night though (it was July). The bar at the entrance is great to have a drink or a snack at and there is a great atmosphere when everyone is hanging out at the end of the day. For the price this is a great option for exploring Paris!,10,10,8,10,8,10,10
Les Piaules,100113,Paris,2018-07-04 00:00:00,review11562253,This hostel was very comfortable and clean. Would recommend for sure. Only downside is the area it's located in. Rather far from city centre and if you're a female traveling alone be prepared to get VERY stared at on the streets around the hostel. ,8,10,2,10,10,8,10
Les Piaules,100113,Paris,2018-07-04 00:00:00,review11509986,I had the best stay here. It felt more like a hotel than a hostel. I wish I could have stayed longer. The rooms were great and the atmosphere was amazing. I would most definitely recommend staying here. ,10,10,8,10,10,10,10
Les Piaules,100113,Paris,2018-07-04 00:00:00,review11506179,"We booked a private room on the roof top. The room was really nice. Big bathroom, great view and well laid out.  Price wise it was as much as a cheaper hotel so we expected the same service. Staff not particularly helpful. I've stayed in many hostels where the staff can't do enough to help. One night I tried to buy water and was ignored while the staff had a chat so I left. Breakfast was also over priced and poor quality. We ate across the road for the same price for much better quality. ",6,8,8,8,6,8,8
Les Piaules,100113,Paris,2018-07-03 00:00:00,review11596681,"It was Ok. I didnt really liked bellevile, but youve got the metro a few blocks from the hostel, so u can get anyware. Another thing i didnt enjoy is the bar. Its crowded of pepople that works on his laptop all day long there, and is quite difficult to get a proper seat because of them. All in all, good.",8,8,6,6,6,6,8
Les Piaules,100113,Paris,2018-07-03 00:00:00,review11506674,"Getting around Paris requires getting on the metro, and the hostel makes this easy with its proximity to the metro. The staff is amazingly helpful and friendly. The general atmosphere of the people staying here is very friendly, which is great when traveling solo. The facilities are new/updated and the beds are super comfortable. Would definitely stay here again. ",10,10,8,8,10,8,10
Les Piaules,100113,Paris,2018-07-02 00:00:00,review11553205,"Beds are super comfy, I loved the privacy curtains. Rooms are small but manageable. Lockers for bags under the beds were useful and made me feel secure. Bathrooms were clean and nice to use. Staff were friendly and helpful. The €3 breaky was great value. Two main downsides were the location and no kitchen (would have liked a fridge to sore food). ",8,10,6,6,8,8,10
Les Piaules,100113,Paris,2018-07-02 00:00:00,review11524867,"Pros:Metro System 5 mins away.Coin laundry, cafes and grocery stores near by. Pull curtains on beds for privacy with a power outlet and light. Storage that's lockable(bring a lock). A cafe/Bar inside the facility. They sell reasonable attraction tickets. Should you go to Disney absolutely by the hostel ticket or it's 20-30€ more at gate. 
Cons: most of the staff is completely rude and unattentive to customers, I was EXTREMELY annoyed by several of them. Bathrooms stink but are clean, go figure.",6,8,6,8,2,8,10
Les Piaules,100113,Paris,2018-07-02 00:00:00,review11503610,"Very clean, very safe and good sized rooms",10,10,8,10,10,10,10
Les Piaules,100113,Paris,2018-07-01 00:00:00,review11506295,"General overview is a good place ... staff some of them not as friendly as others , location was okey.",8,10,6,8,6,10,10
Les Piaules,100113,Paris,2018-06-28 00:00:00,review11524543,"Not the best area but near metro. The facilities were clean and well kept. The staff were adequate but were not at helpful as at other hostels. The staff at other hostels are more willing to offer assistance and recommendations when asked. The atmosphere is the most disappointing. The breakfast and bar options/offerings were poor. They organised no events at the hostel. At least when I was there, it appeared this hostel housed more French than English speakers. Not great to meet other travellers",6,10,6,8,4,2,10
Les Piaules,100113,Paris,2018-06-28 00:00:00,review11486033,"Pros: Felt safe clean& secure, we loved the privacy curtains for the sake of our sleep and others. The immediate area seems a little sketchy but as we explored, we found hidden gems. The market on Friday morning was very affordable (and delicious). 
Cons: Most people seemed to be on their phones and there was very little social atmosphere, the exception being the  roof terrace ( which had stunning views of the Eiffel Tower and the sacré cœur) which even then was a little divided. ",8,10,10,10,10,6,10
Les Piaules,100113,Paris,2018-06-27 00:00:00,review11502309,"One of the best hostels I've ever stayed in. Comfy beds, power showers with lots of shelves and hooks for your things, hair dryer, elevator, rooftop with amazing views, close to metro, and a shuttle to airport (if pre-arranged and it's half the cost of a taxi). It's placed in a vibrant and colourful neighbourhood great for people watching and there's markets on a Friday. I found the people staying here to be friendly and relaxed and the staff were really helpful. Definitely recommend.",10,10,10,10,10,8,10
Les Piaules,100113,Paris,2018-06-26 00:00:00,review11543283,"Very cool hostel, with some really great facilities! Rooftop is awesome, and they have good food. The food is pretty pricy for what you're getting, but having the option in house is always nice. All that being said, there is a guy that works behind the bar is is very rude. All of the guests agreed about this. Other staff is nice, but not very helpful. I would definitely stay here again, but don't expect too much from the staff. ",8,10,8,8,4,10,10
Les Piaules,100113,Paris,2018-06-26 00:00:00,review11486019,"Great area, great personal. Definitely will be back here!",8,10,10,10,10,10,10
Les Piaules,100113,Paris,2018-06-26 00:00:00,review11484753,"Great value for money, very clean and nice. Staff aren't the friendliest and the location is far from the touristy stuff; however, it is near the subway which can take you anywhere. ",10,10,8,10,8,8,10
Les Piaules,100113,Paris,2018-06-25 00:00:00,review11489229,"Great hostel, loved the pod style beds. Bathrooms were very clean and so were the beds and rooms. Staff were friendly. The location wasn't the best, quite far out from the main city area where all the attractions were. I also didn't feel the safest walking alone in the area. ",8,8,6,10,10,8,10
Les Piaules,100113,Paris,2018-06-24 00:00:00,review11476736,"This hostel was just incredible. Just two blocks away from the 11 train, you can get just about anywhere in Paris in 20 minutes. The staff was great, and they were always helpful for when I needed a towel or soap and directions. The room I stayed in was just amazing. It was super tiny, which forced small talk and smiles to be shared from all of us staying in the room. The bed had a curtain, which was amazing to have (I haven't seen this at any other hostel) and I had a breath taking view. ",10,10,10,8,10,10,10
Les Piaules,100113,Paris,2018-06-23 00:00:00,review11469945,"Good stay here, rooms are cool n clean, beds comfy and private! Only two gripes I had was that there was no kitchen to make anything to eat! And Paris is expensive to eat out all the time! I was in room 101 right next to the bathroom and the door to it makes a really loud bang every time someone goes in and out, bit annoying when trying to sleep.",8,8,8,6,10,8,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-09-17 00:00:00,review11821181,Sweet place. Good location. Private room with bath and shower was dope. For a first timer it was super nice. ,10,10,10,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-09-13 00:00:00,review11816451,"This hostel worth the value of it its also clean and have friendly staff but it have alot of disadvantages
1. There is no lockers in the rooms but there is safe spot for items.

2. Location is far from center you need 30 min atleast to arrive to center.

3. Elevator is really small.

4. There is no atmosphere in the hostel, there is no night activities or events, not recommended at all for solo travellers",10,6,2,6,10,2,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-09-07 00:00:00,review11809590,"Great location, very close to the train, cafes and places to eat. Private rooms are small but sufficient for a great stay in Paris. No reason to need a huge room if you are out enjoying this city. Clean and great staff. Would certainly go back.",10,10,10,8,10,8,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-09-06 00:00:00,review11806380,This place was amazing. I had my bank cards stolen on my first night in Paris (not in the hostel!) and the staff was very helpful and supportive. Even with my cards being stolen they made sure I was still able to have a great trip. Thank you Plug Inn Hostel!!,10,10,10,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-09-05 00:00:00,review11786133,Room so small,6,8,6,6,8,4,6
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-28 00:00:00,review11751066,"Perfect location, room was nice and clean and compact. The staff were very friendly and helpful. Given we were in the heart of Paris and in a private room (with our own bathroom), I thought the price was good. Breakfast was pretty basic, but that seems standard for hostels these days. The close proximity to M2 Blanche metro station was a bonus! So easy to get to CDG :-)",10,10,10,8,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-27 00:00:00,review11749371,"Great hostel, great location! The staff was so friendly and helpful and it was very easy getting to all the main attractions with a just a quick walk to the Blanche or Abysse metro station. Rooms were a bit small, but not unusual for Europe and the breakfast could have have been something more then croissant and baguette (maybe fruit). Overall, great experience and I would definitely go back! ",8,8,10,8,10,8,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-26 00:00:00,review11757754,Good little place to stay if you just want somewhere to rest your head... Nice rooms nice staff nice location just no social vibe there but no complaints,8,6,8,8,8,6,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-21 00:00:00,review11722355,Staff was great. Breakfast was minimal room was very tiny and the fan did not keep it cool. ,6,10,10,4,10,4,6
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-21 00:00:00,review11721522,"The included breakfast was a highlight as well as the friendly staff. However, we paid for a private room and weren't completely satisfied. You are most certainly paying for the location at this hostel and breakfast. There was no security for luggage left during drop off except exceptionally small lockers for passport and ipads, etc. The rooms were tidy, but the pillows were simply covered with the bed sheet and had no separate pillow case. The bunk beds were very wobbly. ",8,6,10,8,10,8,6
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-21 00:00:00,review11720289,"Very clean, excellent location. We had a private room and there was a nice fan on it so we stayed fresh even though outside was hot. 
The staff was very nice except for one lady who answered the phone when I called prior arrival and she hanged up as I couldn't speak french. The rest of them spoke English and Spanish so very easy to communicate. ",10,8,10,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-15 00:00:00,review11760241,Perfect location! It's walking distant to the Moulin Rouge!,10,8,10,8,8,8,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-15 00:00:00,review11718004,"This hostel is pretty good if you have your expectations set correctly. It is a budget hostel in a trendy Parisian neighborhood. So, the rooms are small (as most rooms are in Paris), the breakfast is limited (but it is perfectly fine for the price you're paying), and the hostel doesn't have extra amenities. However, the wifi signal is reliable. The hostel is within 3 minutes walking distance to two metro stations that can get you to most of the sites in the city. And Montmartre is very fun!",8,10,10,6,10,6,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-12 00:00:00,review11738463,Hostel is at very good location. Staff are friendly and helpful. There are lockers to keep valuable things and also bags can be locked in rooms. you can find the smallest lift in which only 2 people can fit in. There is no bar at hostel to come back and relax. Rooms are VFM and breakfast is decent with slightly less varities,8,8,10,8,8,6,6
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-11 00:00:00,review11726175,Only for one night but staff was fantastic and made my short stay fantastic.,10,10,10,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-11 00:00:00,review11690717,"David was really welcoming and a godsend after the trip we had just had. While we weren't able to check in right away (we got there early) we were able to shower and chill out in the patio. We were able to lock our important items up and leave our bags under watch while we went and got some food, also recommended by David. He was lovely. Really great service. The room was clean and accommodated our needs for one night. Water pressure in the shower was wonderful! We would definitely stay again!",8,8,10,8,10,8,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-09 00:00:00,review11673668,Great location in Montmartre. Not the cleanest but rooms had a bathroom each which was very nice.,8,8,10,8,8,6,6
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-06 00:00:00,review11669347,"Great location and amenities. I felt like I made friends with the staff. There isn't a ticket system when you leave your luggage like other hostels. There are small lockers for valuables; but, when your a bit slow like me, you might not think to unpack your luggage to put valuables in the lockers. Consequently my laptop was stolen. A little extra security might go a long way. The staff was very kind and helpful in directing me to the police so I could get everything sorted. ",10,6,10,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-02 00:00:00,review11809602,"Super clean and in a great location, decent free breakfast. Other guests were friendly, but it wasn't very social, and the stairs were noisy at night. The on-suite bathroom was really nice, and made it feel more like a hotel room. Use of the kitchen was appreciated too.",8,10,8,8,8,8,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-01 00:00:00,review11642945,"Accommodations are small, but par for the neighborhood, considering the size of Paris buildings. Breakfast is just what you need before a day of sightseeing and every room is cleaned regularly. Staff is helpful to those who need directions or shuttle services. ",10,10,10,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-01 00:00:00,review11639837,"I was in a three bed female dorm. The bathroom was too small, it was very difficult to do anything in there and the room was very hot. There was a fan but it was on a timer so as soon as it went off the room got hot again. The lift is comically small as well. It hardly fit two people. Not very close to the centre of Paris but the neighbourhood is cool with nice restaurants etc. Ok for a couple of nights but I don't think I'd go back.",10,6,6,10,6,4,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-01 00:00:00,review11633176,"It was a nice clean hostel, only a short walk from the Moulin Rouge and Sacre Coeur. At night it changes alot, Pigalle's Red Light District is interesting to say the least, we were offered the best pussy in Paris on multiple occasions. The other main sights in Paris were only accessible by metro unless you want to walk for a long time. Overall, a good hostel with a questionable location.",6,10,4,8,8,4,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-08-01 00:00:00,review11632856,"Good accommodation for Paris - lovely location in Montmartre, pretty clean, mostly cheerful staff. No real common area or social vibe though, so would not recommend for solo travellers hoping to meet people",8,8,10,8,10,6,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-31 00:00:00,review11661411,We had a wonderful stay at the Plug Inn hostel in Paris.  The staff and security were awesome!  ,10,10,8,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-31 00:00:00,review11627863,"Staff were very friendly. The whole place was kept clean and tidy and the kitchen was well equipped. We found that Montmartre both had a lot to offer in itself and acted as a great base for exploring Paris. Our room was made pretty uncomfortable by the fact that the fan was broken, however, making it almost impossible to sleep because of the heat. Also a disadvantage was the lack of communal space, but overall a good, fairly cheap hostel.",6,8,8,4,10,8,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-27 00:00:00,review11614910,"This was a great hostel for what we paid for. Staff was kind, breakfast was good and it was a good place for a group that was not fluent in french!",10,8,8,10,10,8,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-23 00:00:00,review11597235,"I stayed here assuming there were comunal areas or more to do in Montmartre. Up the hill there's bougie wine bars and overpriced shops, down the hill strip clubs and sex shops. A man followed me for 6 blocks soliciting sex, unsafe. 1st day in my (tiny) dorm a girl was switched to my room because a guy in hers was masturbating in front of her. 0 space= 0 privacy. Booked 4 nights and left day 2 due to bedbug infestation. They gave me a partial refund. Breakfast sucks but staff is cool. Overpriced.",2,4,6,6,10,2,2
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-22 00:00:00,review11640162,"Plug Inn was a wonderful place to stay. It was very clean, and there was breakfast every morning. There was no AC, but the fan helped. There are 3 train stations close by, and the beautiful Sacre Coeur and Montmarte areas were all in walking distance. A short train ride to many other sightseeing places. The shower and elevator were very small, and to get there is a lot of uphill walking.",10,10,10,8,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-15 00:00:00,review11560672,"A good hostel. Nice breakfast. Rooms were small and no air conditioning in my room, but I think this is normal for Paris. Easy to find near a lot of things. Staff was friendly. Clean linens and towels. ",8,10,8,8,8,8,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-12 00:00:00,review11552594,"Staff were very pleasant and helpful, but the first day we walked in our bathroom was flooded with wet toilet paper everywhere which they did clean up. We also stayed for 5 nights and not once did they change our sheets or give us new towels. They also offer a ""free breakfast"" which is a croissant & small baguette so if you expect real food just skip it. Was worth the money however & would come back again if I was on a budget.",8,10,8,6,8,8,6
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-11 00:00:00,review11806113,"Lots of stairs, but loved it.",10,10,8,8,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-11 00:00:00,review11538654,"When I first arrived to place, it had weird smell throughout the building. The places should rated lowered. When i initially pick the room and i certain expectation of the room. Thea picture online was different from in person. The picture angle as if you expected that size. To have tellpeople living basically our suits case could over the room. The towels were not properply cleaned. In the shower it had water coming. And it was cause weird smell throughoutthe bathroom. The location of place 😀",2,6,10,2,6,2,2
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-11 00:00:00,review11534527,"Great stay and front desk was always very helpful. Somtimes at the end of the day the front desk area smelled funny, but I was more than happy with my stay",10,10,10,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-09 00:00:00,review11618234,"Loved being in Montmartre. Really friendly staff, nice to come back to after a lot of rude service out in Paris ;) the breakfast could include something other than bread, but it was delicious nonetheless. Not much of a common area just FYI! Nice having a private bathroom for each room. Beds weren't super comfy but they were alright!",8,10,10,8,10,4,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-09 00:00:00,review11534051,"This hostel is very easy to find from Blanche metro station and in a gorgeous area of Montmartre, Paris- only a short walk to the Sacré-Coeur and also the beautiful Le Mur des je t'aime! The staff were very friendly and helpful and the breakfast was simple but nice! The only thing is the rooms (higher up in the builder) get very hot at night! ",8,8,8,8,10,8,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-04 00:00:00,review11633581,This hostel has the most amazing location if you want to experience Paris and Montmarte in the best way possible. The room was beautiful and very clean. It also had the most amazing view! Staff was very helpful and nice. Will definitely stay here again. Highly recommend this hostel! ,10,10,10,6,10,8,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-03 00:00:00,review11516259,"Was really nice hostel perfect location really easy to get anywhere from there metro just down the road, only problem we had was that we booked a twin room which we booked for three nights on the second day well we were out they went into our room moved all our stuff around to add an extra bed thought this was very strange as they could of just waited until the next day when we were going to check out but other than that really good :) ",8,10,10,8,10,6,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-07-03 00:00:00,review11507493,"This was our first stay at a hostel and we were pleasantly surprised.  The staff was very friendly and helpful; our room (a private double) was cute, clean and comfortable; and the location is great!  It's in a lively area so street noise can be an issue but it's nothing that a pair of earplugs won't resolve.  The fan provided in our room was appreciated since there is no air conditioning and we were there in July.  We would definitely return.",10,8,10,8,10,8,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-27 00:00:00,review11484194,It was a fine hostel nothing too special. I guess I didn't realize that each room has their own bathroom which I didn't have a problem with but I could see how it would be an issue. It was super easy to get into the city with the train from here but it did take about 25 minutes. ,6,10,8,8,8,6,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-26 00:00:00,review11663934,"You might think that having a bathroom in your room is a great idea... well is not! Amazing how many guests want to take a shower at 2 am in the morning. 
Staff was friendly and well informed. If you want to explore the city this is a good place, but if you're looking to make friends or hangout in the hostel I wouldn't recommend it then. ",8,10,8,4,8,6,6
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-26 00:00:00,review11514316,"Staff was very friendly and attentive Everyone was kind, respectful and nice. The lockers were great they even held my luggage until check in I highly recommend them.",10,8,8,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-25 00:00:00,review11507874,"The hostel was in a great location and it was quite clean. The only issue I had was that I was on the top floor and it was really hot. Even in the middle of the night, I struggled to stay cool enough to stay asleep. ",8,8,8,8,8,6,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-24 00:00:00,review11493449,"If you ever go to Paris do not book this hostel, it's not worth your money. The rooms are super small, the shower and the bathroom can barely fit one person. Otherwise, you have to go to the basement. Everything is super old, the elevator, the items on the kitchen, etc. I had a backache every. single. night. because the beds were so uncomfortable and noisy. Only good thing I can say is, great location.",2,10,10,2,6,4,2
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-24 00:00:00,review11472411,"We enjoyed our stay at Plug Inn. Location is perfect with very easy access to the Metro. We stayed in a private 4 person room. It was clean and ensuite bathroom was clean. Staff were friendly.
The only problem we had was our room was on the ground floor right on the street. Because it was so hot we had to leave the window open at night and between people coming out to smoke outside our window & busy traffic on the street it did make it hard to sleep but it wouldn't put us off staying again!!! ",10,10,10,8,8,8,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-23 00:00:00,review11511070,Workers were very helpful and funny! The bathrooms are beyond tiny.. but everything was great! ,10,10,8,10,10,10,10
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-22 00:00:00,review11532536,"Great being close to the city, nice and quiet hostel if that is what your seeking. Brekky was good but the the room gets cramped in the morning. Wifi was excellent and the staff were very friendly.",6,6,10,4,8,6,8
Plug Inn Montmartre by Hiphophostels,40840,Paris,2018-06-22 00:00:00,review11469485,"Far away from main tourist attractions. Room was tiny and hot. Breakfast was corn flakes, orange juice and a croissant. Just not as impressive as the reviews made it appear. Would not recommend",2,8,2,4,6,6,4
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-17 00:00:00,review11821833,"Good location for being near to Gare de Nord.  Staff was helpful with my heavy bag.  Wish the elevator went to the basement for getting my luggage down there.  Good value.  Nice and clean.  Someone had used the towel on my bed, but that's not your fault.   Plugs are located too far away for the fans to reach anywhere.  It was quite warm. would I recommend or do it again?  yes! Thank you!",10,10,10,8,10,8,8
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-17 00:00:00,review11819188,"Their towel shipment didn't arrive the day I stayed there. They said my towel would come eventually but I never received a towel. I asked if I could purchase one, to which the front desk clerk shrugged and said I could try to buy one at Gar du Nord. I said forget it and that I would drip dry. When the receptionist the next day asked how my stay was I mentioned the towel thing and she offered her apologies and then gave me 2 free breakfast vouchers. I was checking out that day so I did not use it",8,10,4,6,6,8,6
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-16 00:00:00,review11818289,"There were several things that could have been better about the St Christopher.  The location is terrible, in particular at night.  One block in the wrong direction, a young group of girls could find themselves in trouble.  We had a room with an ensuite...but the shower was extremely small (shower turns off every time you turn and bump with your hip) and there were no towels even though we were promised we would receive them throughout the night.  I could go on but I'm out of characters.",4,6,4,6,6,6,8
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-14 00:00:00,review11813780,"Great backpacker very close to Gare du Nord! Very convenient for the location, but it is not the best area of Paris. Great atmosphere with parties in the night and great facilities. The breakfast for 4 euros is a great deal! The security lockers should be for free...",10,10,8,10,10,10,8
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-13 00:00:00,review11808132,"We have veey bad experiance staying at this place...First night the bed bugs bite us all over our bodies, when we told on reseptio they asked to show the bites and just said ""sorry""...Also they have a club inside of the hostel and loud music was untill 4 am everyday...No AC, the staff is rude..Stay away feom this place, I still have problems with the bed bugs, hope I wont bring them home...",2,4,4,2,4,2,2
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-13 00:00:00,review11804663,"Adorei o Lugar, gente Bonita, animada.. Conheci muita gente, fiz amigos!
Tudo preparado para viajantes. Tomadas, lockerts, cama, tudo muito organizado.
Amei.",10,10,10,10,10,10,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-12 00:00:00,review11819585,Location seemed unsafe. Bathroom was ridiculously small.,6,4,2,4,8,8,8
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-12 00:00:00,review11813698,"What a great hostel, staff were wonderful, food was super. Especially the spicy chicken wings.  Rooms and bathrooms were clean.  Well done! ",10,10,10,10,10,10,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-12 00:00:00,review11812115,"Very affordable and excellent location for siteseeing close to metro station. Hostel is clean, safe and offers many activities. Staff is friendly and helpful. Noise levels on occasion can get loud.",10,10,10,8,10,8,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-12 00:00:00,review11809350,"I found the hostel to be pretty nice! They had a lot of activities going on at the bar and had sight seeing activities like walking tours, shuttle buses and other things for a small price.
They were pretty clean in general. I never felt unsafe in the hostel although it is in a bit of rougher neighborhood. I still think the location was great though since it was within a few minutes walk from Gard du Nord and Gard de l'Est.  ",8,10,6,8,6,8,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-12 00:00:00,review11808011,"Very modern hostel with great amenities. There were outlets in each bed and bathrooms were kept very clean. The location was okay, close to Gare du Nord train station which is as nice, but we had to walk a ways or take train to get to good restaurants or any sightseeing. Bar and restaurant were good and the rooms were quiet, actually got a good night sleep in a hostel. ",8,10,8,10,10,10,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-12 00:00:00,review11806188,"This place was pretty cool. Good security. A lot of the other reviews say this is in a sketchy area, and admittedly had me scared. But once we got there, it was totally fine. There's lots of people around, restaurants open and what not. Anyone who says this area is dangerous must not be in cities often. Just be smart and watch your bag so pickpockets don't take advantage of you, just like everywhere else in Europe. Even as a woman, never did I feel like I was in danger. ",6,10,8,10,10,10,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-12 00:00:00,review11804768,"Beatrice is f**king amazing, Best part about the stay was wine and cheese night",6,8,10,6,6,8,6
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-12 00:00:00,review11803051,Cozy beds and storage available in rooms. Bring your own lock though. I enjoyed that there were charging stations and overhead lights in my bunk. I would totally stay at this hostel again.,10,10,10,10,10,10,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-11 00:00:00,review11804810,My stay at st Christopher's wasn't really anything special. However the  location is good and staff are lovely. The bathroom floors are always yet from the adjoining showers. Someone threw up in my room and it took two of us going to the front desk two separate times to finally get it cleaned. Super close to train station and subway stops which is nice too. It's a huge hostel with a lot of big groups so not sure I would've met anyone if not for my lovely roommates ,8,8,8,8,10,6,6
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-10 00:00:00,review11813832,"Good stay, easy location to a main train/metro station. Could easily meet people with the bar downstairs. ",10,10,8,10,8,8,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-10 00:00:00,review11800659,This hostel was very large with a lot of accessible amenities. Towels were provided and the bunks has curtains which was nice. The biggest downfall was the location as the area felt a little dangerous. Within walking distance to the train station. ,8,8,6,10,10,8,10
St Christopher's Inn Gare du Nord,72963,Paris,2018-09-10 00:00:00,review11799522,"Good hostel. Probably better than most in Paris. Friendly staff especially Liam (front desk guy) and Beatrix (free mojito class!)

Good vibes",8,8,10,10,10,10,10
